"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempF"
"CB4.1C",2025-07-09,4,81.5,7.8,4.4,15600,9.1,NA,NA,81.5
"CB4.1C",2025-07-09,5,81.5,7.8,4,15800,9.2,NA,NA,81.5
"CB4.1C",2025-07-09,6,80.6,7.6,3.2,16600,9.6,NA,NA,80.6
"CB4.1C",2025-07-09,7,80.42,7.6,2.9,16600,9.6,NA,NA,80.42
"CB4.1C",2025-07-09,8,80.06,7.5,2.4,16600,9.7,NA,NA,80.06
"CB4.1C",2025-07-09,9,78.44,7.3,1,17800,10.4,NA,NA,78.44
"CB4.1C",2025-07-09,10,77.36,7.2,0.1,19000,11.6,NA,NA,77.36
"CB4.1C",2025-07-09,11,73.76,7.2,0,22000,13.5,NA,NA,73.76
"CB4.1C",2025-07-09,12,72.5,7.2,0,24000,14.3,NA,NA,72.5
"CB4.1C",2025-07-09,13,71.42,7.2,0,24700,14.9,NA,NA,71.42
"CB4.1C",2025-07-09,15,71.06,7.2,0,25000,15.2,NA,NA,71.06
"CB4.1C",2025-07-09,17,70.88,7.2,0.1,25800,15.7,NA,NA,70.88
"CB4.1C",2025-07-09,19,70.7,7.2,0.1,26200,16,NA,NA,70.7
"CB4.1C",2025-07-09,21,70.7,7.2,0.1,27000,16.6,NA,NA,70.7
"CB4.1C",2025-07-09,23,70.7,7.2,0.1,27100,16.7,NA,NA,70.7
"CB4.1C",2025-07-09,25,70.7,7.2,0.1,27100,16.7,NA,NA,70.7
"CB4.1C",2025-07-09,27,70.7,7.2,0.1,27400,16.9,NA,NA,70.7
"CB4.1C",2025-07-09,29,70.7,7.2,0.1,27500,16.9,NA,NA,70.7
"CB4.1W",2025-07-09,0.5,85.28,8.6,10.3,13500,7.8,NA,"1",85.28
"CB4.1W",2025-07-09,1,85.1,8.6,10.1,13500,7.8,NA,NA,85.1
"CB4.1W",2025-07-09,2,83.66,8.4,8.8,13500,7.8,NA,NA,83.66
"CB4.1W",2025-07-09,3,82.22,8.3,7.2,13500,7.8,NA,NA,82.22
"CB4.1W",2025-07-09,4,82.22,8.3,6.9,13500,7.8,NA,NA,82.22
"CB4.1W",2025-07-09,5,82.04,8.2,6.5,13600,7.8,NA,NA,82.04
"CB4.1W",2025-07-09,6,82.04,8.2,6,13600,7.9,NA,NA,82.04
"CB4.1W",2025-07-09,7,81.86,8.1,5.3,13800,7.9,NA,NA,81.86
"CB3.3E",2025-07-09,0.5,83.84,8.6,10.3,10100,5.7,NA,"0.9",83.84
"CB3.3E",2025-07-09,1,83.3,8.5,9.8,10000,5.6,NA,NA,83.3
"CB3.3E",2025-07-09,2,81.86,8.1,6.8,10000,5.6,NA,NA,81.86
"CB3.3E",2025-07-09,3,82.04,8.1,6.9,10000,5.6,NA,NA,82.04
"CB3.3E",2025-07-09,4,81.86,8.1,6.9,10000,5.7,NA,NA,81.86
"CB3.3E",2025-07-09,5,81.5,8.1,6.8,10700,6.1,NA,NA,81.5
"CB3.3E",2025-07-09,6,81.32,8,5,11800,6.8,NA,NA,81.32
"CB3.3C",2025-07-09,0.5,85.28,8.9,13.3,10500,5.9,NA,"0.8",85.28
"CB3.3C",2025-07-09,1,85.46,8.9,13.5,10500,5.9,NA,NA,85.46
"CB3.3C",2025-07-09,2,85.28,8.9,12.8,10500,5.9,NA,NA,85.28
"CB3.3C",2025-07-09,3,82.04,8.2,7.3,10500,5.9,NA,NA,82.04
"CB3.3C",2025-07-09,4,81.86,8.2,6.1,10700,5.9,NA,NA,81.86
"CB3.3C",2025-07-09,5,81.86,8.2,6.1,10800,6.1,NA,NA,81.86
"CB3.3C",2025-07-09,6,81.5,8,4.5,12300,7,NA,NA,81.5
"CB3.3C",2025-07-09,7,80.24,7.5,2.4,12700,7.2,NA,NA,80.24
"CB3.3C",2025-07-09,8,79.52,7.3,1.6,13400,7.7,NA,NA,79.52
"CB3.3C",2025-07-09,9,79.16,7.3,1.3,13600,7.8,NA,NA,79.16
"CB3.3C",2025-07-09,10,78.98,7.3,0.8,14000,8.1,NA,NA,78.98
"CB3.3C",2025-07-09,11,78.08,7.3,0.6,14700,8.6,NA,NA,78.08
"CB3.3C",2025-07-09,12,75.38,7.2,0.1,18200,10.4,NA,NA,75.38
"CB3.3C",2025-07-09,13,73.22,7.2,0.1,20500,12.4,NA,NA,73.22
"CB3.3C",2025-07-09,14,72.32,7.2,0.1,22500,13.6,NA,NA,72.32
"CB3.3C",2025-07-09,15,71.96,7.2,0.1,23000,13.8,NA,NA,71.96
"CB3.3C",2025-07-09,17,71.42,7.2,0.1,23900,14.5,NA,NA,71.42
"CB3.3C",2025-07-09,19,71.24,7.2,0.1,24500,14.9,NA,NA,71.24
"CB3.3C",2025-07-09,21,71.06,7.2,0.1,24900,15.2,NA,NA,71.06
"CB3.3C",2025-07-09,22,70.88,7.2,0.1,25000,15.2,NA,NA,70.88
"CB3.3W",2025-07-09,0.5,83.48,8.5,9.7,10800,6.1,NA,"0.6",83.48
"CB3.3W",2025-07-09,1,83.48,8.5,9.7,11000,6.2,NA,NA,83.48
"CB3.3W",2025-07-09,2,83.3,8.5,9.6,11300,6.2,NA,NA,83.3
"CB3.3W",2025-07-09,3,83.12,8.5,9.1,11300,6.4,NA,NA,83.12
"CB3.3W",2025-07-09,4,83.12,8.4,8.6,11400,6.4,NA,NA,83.12
"CB3.3W",2025-07-09,5,82.76,8.4,8.3,11600,6.6,NA,NA,82.76
"CB3.3W",2025-07-09,6,82.76,8.4,8.3,11600,6.6,NA,NA,82.76
"CB3.3W",2025-07-09,7,82.76,8.4,8.3,11500,6.6,NA,NA,82.76
"CB3.2",2025-07-10,0.5,82.4,8.3,7.6,7500,4.1,NA,"1",82.4
"CB3.2",2025-07-10,1,82.4,8,7.6,7500,4.1,NA,NA,82.4
"CB3.2",2025-07-10,2,82.58,8.3,7.4,7800,4.3,NA,NA,82.58
"CB3.2",2025-07-10,3,82.76,8.4,7.3,8000,4.4,NA,NA,82.76
"CB3.2",2025-07-10,4,82.4,8.2,6.4,9300,5.2,NA,NA,82.4
"CB3.2",2025-07-10,5,82.04,8,5.6,9700,5.4,NA,NA,82.04
"CB3.2",2025-07-10,6,82.04,8.1,5.4,10300,5.8,NA,NA,82.04
"CB3.2",2025-07-10,7,80.24,7.5,2.7,12000,6.7,NA,NA,80.24
"CB3.2",2025-07-10,8,79.52,7.4,2.1,12800,7.3,NA,NA,79.52
"CB3.2",2025-07-10,9,78.8,7.3,1.5,13300,7.7,NA,NA,78.8
"CB3.2",2025-07-10,10,76.64,7.2,0.3,15600,9.2,NA,NA,76.64
"CB3.1",2025-07-10,0.5,82.4,7.6,6.4,4500,2.4,NA,"0.9",82.4
"CB3.1",2025-07-10,1,82.4,7.6,6.4,4500,2.4,NA,NA,82.4
"CB3.1",2025-07-10,2,82.4,7.5,6.2,4500,2.4,NA,NA,82.4
"CB3.1",2025-07-10,3,82.4,7.5,6,4800,2.6,NA,NA,82.4
"CB3.1",2025-07-10,4,82.4,7.5,5.8,5000,2.7,NA,NA,82.4
"CB3.1",2025-07-10,5,82.22,7.4,5.3,5400,2.9,NA,NA,82.22
"CB3.1",2025-07-10,6,82.22,7.4,4.9,5700,3.1,NA,NA,82.22
"CB3.1",2025-07-10,7,82.22,7.4,4.7,5700,3.1,NA,NA,82.22
"CB3.1",2025-07-10,8,81.86,7.3,3.8,7000,3.8,NA,NA,81.86
